"Time (ms)","Recording (a.u.)"
3.293874768E1,-1.224219948E-1
3.295958180E1,-1.279489696E-1
3.298041592E1,-1.306125671E-1
3.300125005E1,-1.312381625E-1
3.302208417E1,-1.302076280E-1
3.304291829E1,-1.282083690E-1
3.306375241E1,-1.256380975E-1
3.308458654E1,-1.212271601E-1
3.310542066E1,-1.146230698E-1
3.312625478E1,-1.036890596E-1
3.314708890E1,-8.912105858E-2
3.316792303E1,-7.249979675E-2
3.318875715E1,-5.366544053E-2
3.320959127E1,-3.417730704E-2
3.323042539E1,-1.425260399E-2
3.325125952E1,5.307971966E-3
3.327209364E1,2.419461682E-2
3.329292776E1,4.246973991E-2
3.331376188E1,6.088113040E-2
3.333459601E1,8.147072047E-2
3.335543013E1,1.031015962E-1
3.337626425E1,1.247937605E-1
3.339709837E1,1.450391561E-1
3.341793250E1,1.620021015E-1
3.343876662E1,1.754043400E-1
3.345960074E1,1.851305962E-1
3.348043486E1,1.929427385E-1
3.350126899E1,1.996119618E-1
3.352210311E1,2.049583197E-1
3.354293723E1,2.089956701E-1
3.356377135E1,2.114025652E-1
3.358460548E1,2.125063241E-1
3.360543960E1,2.116779387E-1
3.362627372E1,2.075952291E-1
3.364710784E1,1.992799938E-1
3.366794197E1,1.876668632E-1
3.368877609E1,1.747052073E-1
3.370961021E1,1.612231433E-1
3.373044434E1,1.475166827E-1
3.375127846E1,1.327380836E-1
3.377211258E1,1.156080514E-1
3.379294670E1,9.586852789E-2
3.381378083E1,7.431803644E-2
3.383461495E1,5.226377398E-2
3.385544907E1,3.098877147E-2
3.387628319E1,1.071576308E-2
3.389711732E1,-8.837260306E-3
3.391795144E1,-2.693595178E-2
3.393878556E1,-4.357625544E-2
3.395961968E1,-5.882174522E-2
3.398045381E1,-7.272156328E-2
3.400128793E1,-8.646792173E-2
3.402212205E1,-9.923689812E-2
3.404295617E1,-1.092446446E-1
3.406379030E1,-1.160600185E-1
3.408462442E1,-1.192563921E-1
3.410545854E1,-1.190356314E-1
3.412629266E1,-1.167301387E-1
3.414712679E1,-1.134982109E-1
3.416796091E1,-1.094589382E-1
3.418879503E1,-1.047260463E-1
3.420962915E1,-9.909769893E-2
3.423046328E1,-9.218329191E-2
3.425129740E1,-8.462309837E-2
3.427213152E1,-7.662405074E-2
3.429296564E1,-6.828556955E-2
3.431379977E1,-6.037461013E-2
3.433463389E1,-5.331526697E-2
3.435546801E1,-4.744955152E-2
3.437630213E1,-4.281305149E-2
3.439713626E1,-3.870135546E-2
3.441797038E1,-3.445298225E-2
3.443880450E1,-2.939894609E-2
3.445963862E1,-2.345468476E-2
3.448047275E1,-1.766183041E-2
3.450130687E1,-1.329329517E-2
3.452214099E1,-1.063427515E-2
3.454297511E1,-9.033294395E-3
3.456380924E1,-8.267184719E-3
3.458464336E1,-7.875515148E-3
3.460547748E1,-7.316687144E-3
3.462631160E1,-6.415902637E-3
3.464714573E1,-5.216421559E-3
3.466797985E1,-3.636289621E-3
3.468881397E1,-1.260534860E-3
3.470964809E1,1.024248078E-3
3.473048222E1,2.283781301E-3
3.475131634E1,2.505198587E-3
3.477215046E1,2.058510203E-3
3.479298458E1,2.117962111E-3
3.481381871E1,3.290333785E-3
3.483465283E1,5.372240208E-3
3.485548695E1,8.081590757E-3
3.487632107E1,1.104615256E-2
3.489715520E1,1.369656343E-2
3.491798932E1,1.606070623E-2
3.493882344E1,1.882494055E-2
3.495965756E1,2.173198387E-2
3.498049169E1,2.460278198E-2
3.500132581E1,2.764333226E-2
3.502215993E1,3.079816699E-2
3.504299405E1,3.358229995E-2
3.506382818E1,3.506658971E-2
3.508466230E1,3.499458358E-2
3.510549642E1,3.284814954E-2
3.512633054E1,2.899546549E-2
3.514716467E1,2.519473992E-2
3.516799879E1,2.198711224E-2
3.518883291E1,1.894729212E-2
3.520966703E1,1.540283486E-2
3.523050116E1,1.024214178E-2
3.525133528E1,3.031882457E-3
3.527216940E1,-5.224034190E-3
3.529300352E1,-1.507115364E-2
3.531383765E1,-2.683701552E-2
3.533467177E1,-3.767518327E-2
3.535550589E1,-4.800796136E-2
3.537634001E1,-5.907461420E-2
3.539717414E1,-6.761744618E-2
3.541800826E1,-7.480598241E-2
3.543884238E1,-8.378855139E-2
3.545967650E1,-9.170857072E-2
3.548051063E1,-9.942364693E-2
3.550134475E1,-1.090278924E-1
3.552217887E1,-1.161543950E-1
3.554301299E1,-1.219878942E-1
3.556384712E1,-1.283372641E-1
3.558468124E1,-1.317197531E-1
3.560551536E1,-1.350573152E-1
3.562634948E1,-1.393818110E-1
3.564718361E1,-1.420937628E-1
3.566801773E1,-1.459746808E-1
3.568885185E1,-1.506390572E-1
3.570968597E1,-1.508146673E-1
3.573052010E1,-1.474110335E-1
3.575135422E1,-1.422908008E-1
3.577218834E1,-1.303377151E-1
3.579302246E1,-1.148340404E-1
3.581385659E1,-1.006853133E-1
3.583469071E1,-8.264066279E-2
3.585552483E1,-6.349089742E-2
3.587635895E1,-4.677636921E-2
3.589719308E1,-2.800054662E-2
3.591802720E1,-9.365528822E-3
3.593886132E1,7.206409704E-3
3.595969544E1,2.596730366E-2
3.598052957E1,4.510669783E-2
3.600136369E1,6.304077804E-2
3.602219781E1,8.111950010E-2
3.604303193E1,9.556379914E-2
3.606386606E1,1.056639254E-1
3.608470018E1,1.140282676E-1
3.610553430E1,1.213884652E-1
3.612636842E1,1.291029453E-1
3.614720255E1,1.400217712E-1
3.616803667E1,1.532739997E-1
3.618887079E1,1.665991247E-1
3.620970491E1,1.799134463E-1
3.623053904E1,1.882713586E-1
3.625137316E1,1.919857562E-1
3.627220728E1,1.932120025E-1
3.629304140E1,1.897627711E-1
3.631387553E1,1.860495359E-1
3.633470965E1,1.826325208E-1
3.635554377E1,1.764849424E-1
3.637637789E1,1.682761312E-1
3.639721202E1,1.575184762E-1
3.641804614E1,1.424213350E-1
3.643888026E1,1.251092255E-1
3.645971438E1,1.077532619E-1
3.648054851E1,8.937339485E-2
3.650138263E1,7.391929626E-2
3.652221675E1,6.182654202E-2
3.654305087E1,5.144198611E-2
3.656388500E1,4.364634678E-2
3.658471912E1,3.468296304E-2
3.660555324E1,2.285924554E-2
3.662638736E1,1.066195499E-2
3.664722149E1,-1.108676195E-3
3.666805561E1,-1.300024614E-2
3.668888973E1,-2.069516294E-2
3.670972385E1,-2.460728586E-2
3.673055798E1,-2.844621427E-2
3.675139210E1,-2.879264764E-2
3.677222622E1,-2.799809724E-2
3.679306034E1,-2.868266776E-2
3.681389447E1,-2.921323478E-2
3.683472859E1,-3.006356023E-2
3.685556271E1,-3.161225840E-2
3.687639683E1,-3.393822163E-2
3.689723096E1,-3.560153395E-2
3.691806508E1,-3.762234002E-2
3.693889920E1,-4.022721201E-2
3.695973332E1,-4.394719005E-2
3.698056745E1,-5.017761141E-2
3.700140157E1,-5.671072379E-2
3.702223569E1,-6.476347148E-2
3.704306981E1,-7.396462560E-2
3.706390394E1,-8.087655902E-2
3.708473806E1,-8.555686474E-2
3.710557218E1,-8.915156126E-2
3.712640630E1,-9.173649549E-2
3.714724043E1,-9.392657131E-2
3.716807455E1,-9.735424817E-2
3.718890867E1,-1.018448174E-1
3.720974279E1,-1.073370278E-1
3.723057692E1,-1.134237796E-1
3.725141104E1,-1.191779077E-1
3.727224516E1,-1.238105297E-1
3.729307928E1,-1.262038946E-1
3.731391341E1,-1.266753227E-1
3.733474753E1,-1.251963973E-1
3.735558165E1,-1.230683476E-1
3.737641577E1,-1.210524291E-1
3.739724990E1,-1.191494688E-1
3.741808402E1,-1.168426350E-1
3.743891814E1,-1.115222350E-1
3.745975226E1,-1.041711569E-1
3.748058639E1,-9.451293200E-2
3.750142051E1,-8.150825649E-2
3.752225463E1,-6.678093970E-2
3.754308875E1,-5.118340254E-2
3.756392288E1,-3.563718870E-2
3.758475700E1,-1.957213134E-2
3.760559112E1,-2.811234444E-3
3.762642524E1,1.547148079E-2
3.764725937E1,3.603918478E-2
3.766809349E1,5.807365477E-2
3.768892761E1,8.103374392E-2
3.770976173E1,1.023930311E-1
3.773059586E1,1.214876771E-1
3.775142998E1,1.384764463E-1
3.777226410E1,1.528944969E-1
3.779309822E1,1.660994887E-1
3.781393235E1,1.780688167E-1
3.783476647E1,1.880354881E-1
3.785560059E1,1.965093613E-1
3.787643471E1,2.041532397E-1
3.789726884E1,2.096928358E-1
3.791810296E1,2.124299109E-1
3.793893708E1,2.123136073E-1
3.795977120E1,2.080347240E-1
3.798060533E1,2.002355307E-1
3.800143945E1,1.900030971E-1
3.802227357E1,1.783856452E-1
3.804310769E1,1.663040519E-1
3.806394182E1,1.532977968E-1
3.808477594E1,1.389671862E-1
3.810561006E1,1.228708029E-1
3.812644418E1,1.050379574E-1
3.814727831E1,8.569128811E-2
3.816811243E1,6.582124531E-2
3.818894655E1,4.629134387E-2
3.820978067E1,2.671149559E-2
3.823061480E1,7.785184309E-3
3.825144892E1,-1.025511976E-2
3.827228304E1,-2.784363739E-2
3.829311716E1,-4.446457326E-2
3.831395129E1,-6.009178609E-2
3.833478541E1,-7.476267219E-2
3.835561953E1,-8.761584759E-2
3.837645365E1,-9.771157801E-2
3.839728778E1,-1.051956937E-1
3.841812190E1,-1.101996824E-1
3.843895602E1,-1.128896922E-1
3.845979014E1,-1.141735315E-1
3.848062427E1,-1.139501929E-1
3.850145839E1,-1.120909154E-1
3.852229251E1,-1.088122353E-1
3.854312663E1,-1.038400531E-1
3.856396076E1,-9.727859497E-2
3.858479488E1,-8.968478441E-2
3.860562900E1,-8.164375275E-2
3.862646312E1,-7.342628390E-2
3.864729725E1,-6.516583264E-2
3.866813137E1,-5.725866184E-2
3.868896549E1,-5.018925667E-2
3.870979961E1,-4.357720166E-2
3.873063374E1,-3.695251048E-2
3.875146786E1,-3.087461367E-2
3.877230198E1,-2.557986230E-2
3.879313610E1,-2.116171643E-2
3.881397023E1,-1.822734810E-2
3.883480435E1,-1.667324826E-2
3.885563847E1,-1.597942971E-2
3.887647259E1,-1.562757604E-2
3.889730672E1,-1.545219682E-2
3.891814084E1,-1.513062324E-2
3.893897496E1,-1.418728381E-2
3.895980908E1,-1.305992715E-2
3.898064321E1,-1.173738949E-2
3.900147733E1,-1.080985088E-2
3.902231145E1,-1.066442393E-2
3.904314557E1,-1.080709882E-2
3.906397970E1,-1.148400269E-2
3.908481382E1,-1.166956685E-2
3.910564794E1,-1.066971943E-2
3.912648206E1,-8.808524348E-3
3.914731619E1,-6.041393615E-3
3.916815031E1,-2.686034190E-3
3.918898443E1,9.705717675E-4
3.920981855E1,4.521192517E-3
3.923065268E1,8.082211949E-3
3.925148680E1,1.169242058E-2
3.927232092E1,1.543028094E-2
3.929315504E1,1.958559267E-2
3.931398917E1,2.346913889E-2
3.933482329E1,2.688545920E-2
3.935565741E1,2.972912416E-2
3.937649153E1,3.149381280E-2
3.939732566E1,3.243102133E-2
3.941815978E1,3.244528919E-2
3.943899390E1,3.113726340E-2
3.945982802E1,2.961947769E-2
3.948066215E1,2.847409993E-2
3.950149627E1,2.696618997E-2
3.952233039E1,2.487710118E-2
3.954316451E1,2.159937844E-2
3.956399864E1,1.658806205E-2
3.958483276E1,9.810784832E-3
3.960566688E1,1.740419073E-3
3.962650100E1,-6.732005626E-3
3.964733513E1,-1.593058929E-2
3.966816925E1,-2.573002875E-2
3.968900337E1,-3.512405977E-2
3.970983749E1,-4.518985748E-2
3.973067162E1,-5.605682358E-2
3.975150574E1,-6.521403044E-2
3.977233986E1,-7.423649728E-2
3.979317398E1,-8.441247046E-2
3.981400811E1,-9.375374019E-2
3.983484223E1,-1.037089527E-1
3.985567635E1,-1.137095615E-1
3.987651047E1,-1.218956709E-1
3.989734460E1,-1.292238086E-1
3.991817872E1,-1.347080767E-1
3.993901284E1,-1.383703500E-1
3.995984696E1,-1.424038708E-1
3.998068109E1,-1.461273879E-1
4.000151521E1,-1.483685672E-1
4.002234933E1,-1.503718495E-1
4.004318345E1,-1.500928104E-1
4.006401758E1,-1.453611702E-1
4.008485170E1,-1.384638846E-1
4.010568582E1,-1.280103326E-1
4.012651994E1,-1.135693938E-1
4.014735407E1,-9.770986438E-2
4.016818819E1,-7.830718160E-2
4.018902231E1,-5.647353083E-2
4.020985643E1,-3.543417528E-2
4.023069056E1,-1.384287793E-2
4.025152468E1,6.510893814E-3
4.027235880E1,2.350160480E-2
4.029319292E1,4.127637297E-2
4.031402705E1,6.071822718E-2
4.033486117E1,7.831382751E-2
4.035569529E1,9.493049979E-2
4.037652941E1,1.095981896E-1
4.039736354E1,1.192865670E-1
4.041819766E1,1.269503534E-1
4.043903178E1,1.338608563E-1
4.045986590E1,1.400124580E-1
4.048070003E1,1.496210992E-1
4.050153415E1,1.608181894E-1
4.052236827E1,1.709104180E-1
4.054320239E1,1.823209524E-1
4.056403652E1,1.914066821E-1
4.058487064E1,1.952953041E-1
4.060570476E1,1.957840323E-1
4.062653888E1,1.911872327E-1
4.064737301E1,1.820781529E-1
4.066820713E1,1.729454696E-1
4.068904125E1,1.638841033E-1
4.070987537E1,1.531866491E-1
4.073070950E1,1.423464417E-1
4.075154362E1,1.291921437E-1
4.077237774E1,1.121611446E-1
4.079321186E1,9.401755780E-2
4.081404599E1,7.475925982E-2
4.083488011E1,5.671978369E-2
4.085571423E1,4.217686504E-2
4.087654835E1,2.959090844E-2
4.089738248E1,1.894708723E-2
4.091821660E1,1.053709723E-2
4.093905072E1,2.425971907E-3
4.095988484E1,-7.269356400E-3
4.098071897E1,-1.695305482E-2
4.100155309E1,-2.547108755E-2
4.102238721E1,-3.183550388E-2
4.104322133E1,-3.520731628E-2
4.106405546E1,-3.642675653E-2
4.108488958E1,-3.465221450E-2
4.110572370E1,-3.201561421E-2
4.112655782E1,-2.994083613E-2
4.114739195E1,-2.768791281E-2
4.116822607E1,-2.696644515E-2
4.118906019E1,-2.806532010E-2
4.120989431E1,-3.033445589E-2
4.123072844E1,-3.313581645E-2
4.125156256E1,-3.669187799E-2
4.127239668E1,-3.979982808E-2
4.129323080E1,-4.221784323E-2
4.131406493E1,-4.668982327E-2
4.133489905E1,-5.204794928E-2
4.135573317E1,-5.783240497E-2
4.137656729E1,-6.497842073E-2
4.139740142E1,-7.279989123E-2
4.141823554E1,-8.073332161E-2
4.143906966E1,-8.760273457E-2
4.145990378E1,-9.246554226E-2
4.148073791E1,-9.473302960E-2
4.150157203E1,-9.610422701E-2
4.152240615E1,-9.807376564E-2
4.154324027E1,-1.015421376E-1
4.156407440E1,-1.078528836E-1
4.158490852E1,-1.152542830E-1
4.160574264E1,-1.221649349E-1
4.162657676E1,-1.262778640E-1
4.164741089E1,-1.261487305E-1
4.166824501E1,-1.236487404E-1
4.168907913E1,-1.200529188E-1
4.170991325E1,-1.162212044E-1
4.173074738E1,-1.124715731E-1
4.175158150E1,-1.093572527E-1
4.177241562E1,-1.049605459E-1
4.179324974E1,-9.676423669E-2
4.181408387E1,-8.566173911E-2
4.183491799E1,-7.163751125E-2
4.185575211E1,-5.534877628E-2
4.187658623E1,-3.841683269E-2
4.189742036E1,-2.114953101E-2
4.191825448E1,-3.993170802E-3
4.193908860E1,1.269781031E-2
4.195992272E1,3.012038395E-2
4.198075685E1,4.969009012E-2
4.200159097E1,7.052697241E-2
4.202242509E1,9.260838479E-2
4.204325921E1,1.148501039E-1
4.206409334E1,1.347005069E-1
4.208492746E1,1.519955993E-1
4.210576158E1,1.660424173E-1
4.212659570E1,1.770761311E-1
4.214742983E1,1.863607317E-1
4.216826395E1,1.939913481E-1
4.218909807E1,2.001560628E-1
4.220993219E1,2.052292824E-1
4.223076632E1,2.088826299E-1
4.225160044E1,2.097415030E-1
4.227243456E1,2.072621584E-1
4.229326868E1,2.005897760E-1
4.231410281E1,1.900181621E-1
4.233493693E1,1.776495576E-1
4.235577105E1,1.639293581E-1
4.237660517E1,1.499724686E-1
4.239743930E1,1.360720098E-1
4.241827342E1,1.205277741E-1
4.243910754E1,1.035337970E-1
4.245994166E1,8.524245024E-2
4.248077579E1,6.518888474E-2
4.250160991E1,4.445040599E-2
4.252244403E1,2.388038486E-2
4.254327815E1,3.950001206E-3
4.256411228E1,-1.396731287E-2
4.258494640E1,-2.966479771E-2
4.260578052E1,-4.405536503E-2
4.262661464E1,-5.757922679E-2
4.264744877E1,-7.113361359E-2
4.266828289E1,-8.473890275E-2
4.268911701E1,-9.657710046E-2
4.270995113E1,-1.057968438E-1
4.273078526E1,-1.124420464E-1
4.275161938E1,-1.157531589E-1
4.277245350E1,-1.162354723E-1
4.279328762E1,-1.150915325E-1
4.281412175E1,-1.121138930E-1
4.283495587E1,-1.083285883E-1
4.285578999E1,-1.043970138E-1
4.287662411E1,-9.919594228E-2
4.289745824E1,-9.289534390E-2
4.291829236E1,-8.506543934E-2
4.293912648E1,-7.557885349E-2
4.295996060E1,-6.625067443E-2
4.298079473E1,-5.759124458E-2
4.300162885E1,-4.964652285E-2
4.302246297E1,-4.304719716E-2
4.304329709E1,-3.716082871E-2
4.306413122E1,-3.133484349E-2
4.308496534E1,-2.599648386E-2
4.310579946E1,-2.120639011E-2
4.312663358E1,-1.709689200E-2
4.314746771E1,-1.428015344E-2
4.316830183E1,-1.251383964E-2
4.318913595E1,-1.130097173E-2
4.320997007E1,-1.083686668E-2
4.323080420E1,-1.076437440E-2
4.325163832E1,-1.065635588E-2
4.327247244E1,-1.073838584E-2
4.329330656E1,-1.044617128E-2
4.331414069E1,-9.918658063E-3
4.333497481E1,-9.523263201E-3
4.335580893E1,-9.007919580E-3
4.337664305E1,-8.879113942E-3
4.339747718E1,-8.956345730E-3
4.341831130E1,-8.987260982E-3
4.343914542E1,-8.650692180E-3
4.345997954E1,-7.601466030E-3
4.348081367E1,-6.322185509E-3
4.350164779E1,-4.657523707E-3
4.352248191E1,-2.119477605E-3
4.354331603E1,1.616452704E-3
4.356415016E1,6.094786339E-3
4.358498428E1,1.068120357E-2
4.360581840E1,1.493639592E-2
4.362665252E1,1.836208254E-2
4.364748665E1,2.103544772E-2
4.366832077E1,2.287324518E-2
4.368915489E1,2.424581349E-2
4.370998901E1,2.527596615E-2
4.373082314E1,2.555562742E-2
4.375165726E1,2.514604107E-2
4.377249138E1,2.415517345E-2
4.379332550E1,2.238377184E-2
4.381415963E1,1.946757361E-2
4.383499375E1,1.566751301E-2
4.385582787E1,1.020113658E-2
4.387666199E1,3.806225024E-3
4.389749612E1,-1.531640301E-3
4.391833024E1,-7.593791001E-3
4.393916436E1,-1.421603467E-2
4.395999848E1,-2.037945390E-2
4.398083261E1,-2.865028940E-2
4.400166673E1,-3.862761706E-2
4.402250085E1,-4.866948724E-2
4.404333497E1,-5.891870335E-2
4.406416910E1,-6.822218746E-2
4.408500322E1,-7.545700669E-2
4.410583734E1,-8.147650957E-2
4.412667146E1,-8.749593794E-2
4.414750559E1,-9.372655302E-2
4.416833971E1,-1.012461334E-1
4.418917383E1,-1.094150394E-1
4.421000795E1,-1.162330955E-1
4.423084208E1,-1.231397018E-1
4.425167620E1,-1.283114851E-1
4.427251032E1,-1.308056265E-1
4.429334444E1,-1.340283453E-1
4.431417857E1,-1.349373460E-1
4.433501269E1,-1.334898472E-1
4.435584681E1,-1.322272420E-1
4.437668093E1,-1.279292107E-1
4.439751506E1,-1.207137182E-1
4.441834918E1,-1.104368493E-1
4.443918330E1,-9.554061294E-2
4.446001742E1,-7.687258720E-2
4.448085155E1,-5.560490862E-2
4.450168567E1,-3.400709480E-2
4.452251979E1,-1.323890127E-2
4.454335391E1,5.814744160E-3
4.456418804E1,2.300993353E-2
4.458502216E1,4.008642584E-2
4.460585628E1,5.759877339E-2
4.462669040E1,7.589220256E-2
4.464752453E1,9.254427254E-2
4.466835865E1,1.065252647E-1
4.468919277E1,1.193118840E-1
4.471002689E1,1.273451447E-1
4.473086102E1,1.339080930E-1
4.475169514E1,1.423493624E-1
4.477252926E1,1.490452886E-1
4.479336338E1,1.569163948E-1
4.481419751E1,1.660343707E-1
4.483503163E1,1.746151000E-1
4.485586575E1,1.823516190E-1
4.487669987E1,1.874916553E-1
4.489753400E1,1.891415119E-1
4.491836812E1,1.858585328E-1
4.493920224E1,1.796125770E-1
4.496003637E1,1.707906127E-1
4.498087049E1,1.605460346E-1
4.500170461E1,1.499259770E-1
4.502253873E1,1.374261677E-1
4.504337286E1,1.246279031E-1
4.506420698E1,1.099874526E-1
4.508504110E1,9.290049225E-2
4.510587522E1,7.576918602E-2
4.512670935E1,5.901569873E-2
4.514754347E1,4.269445688E-2
4.516837759E1,2.868871391E-2
4.518921171E1,1.765043847E-2
4.521004584E1,7.701843511E-3
4.523087996E1,-1.094445121E-3
4.525171408E1,-1.041423064E-2
4.527254820E1,-2.076316997E-2
4.529338233E1,-3.035989776E-2
4.531421645E1,-3.821146488E-2
4.533505057E1,-4.340387881E-2
4.535588469E1,-4.667510092E-2
4.537671882E1,-4.717434198E-2
4.539755294E1,-4.543991387E-2
4.541838706E1,-4.282278940E-2
4.543922118E1,-3.925336897E-2
4.546005531E1,-3.645542264E-2
4.548088943E1,-3.564008325E-2
4.550172355E1,-3.674221784E-2
4.552255767E1,-3.850685805E-2
4.554339180E1,-4.007023200E-2
4.556422592E1,-4.203098640E-2
4.558506004E1,-4.441982508E-2
4.560589416E1,-4.779707640E-2
4.562672829E1,-5.321355537E-2
4.564756241E1,-5.914719403E-2
4.566839653E1,-6.437060237E-2
4.568923065E1,-6.905230880E-2
4.571006478E1,-7.266843319E-2
4.573089890E1,-7.647461444E-2
4.575173302E1,-7.935562730E-2
4.577256714E1,-8.124712110E-2
4.579340127E1,-8.415449411E-2
4.581423539E1,-8.750748634E-2
4.583506951E1,-9.291282296E-2
4.585590363E1,-9.956303984E-2
4.587673776E1,-1.073066443E-1
4.589757188E1,-1.148170978E-1
4.591840600E1,-1.187286749E-1
4.593924012E1,-1.207763106E-1
4.596007425E1,-1.199288666E-1
4.598090837E1,-1.177285537E-1
4.600174249E1,-1.151112318E-1
4.602257661E1,-1.107659787E-1
4.604341074E1,-1.060468405E-1
4.606424486E1,-9.866826236E-2
4.608507898E1,-8.965917677E-2
4.610591310E1,-7.846474648E-2
4.612674723E1,-6.516060233E-2
4.614758135E1,-5.209122971E-2
4.616841547E1,-3.727021068E-2
4.618924959E1,-2.244047634E-2
4.621008372E1,-7.218362298E-3
4.623091784E1,8.926017210E-3
4.625175196E1,2.557043917E-2
4.627258608E1,4.455608875E-2
4.629342021E1,6.532588601E-2
4.631425433E1,8.763857931E-2
4.633508845E1,1.089732051E-1
4.635592257E1,1.282714158E-1
4.637675670E1,1.450366378E-1
4.639759082E1,1.589086652E-1
4.641842494E1,1.717135906E-1
4.643925906E1,1.820654720E-1
4.646009319E1,1.908888817E-1
4.648092731E1,1.985877305E-1
4.650176143E1,2.044022977E-1
4.652259555E1,2.089574635E-1
4.654342968E1,2.116627991E-1
4.656426380E1,2.122168839E-1
4.658509792E1,2.081512511E-1
4.660593204E1,1.994037628E-1
4.662676617E1,1.875914633E-1
4.664760029E1,1.737144142E-1
4.666843441E1,1.593459696E-1
4.668926853E1,1.441218108E-1
4.671010266E1,1.281650066E-1
4.673093678E1,1.105258614E-1
4.675177090E1,9.146029502E-2
4.677260502E1,7.182855904E-2
4.679343915E1,5.108368397E-2
4.681427327E1,3.030755371E-2
4.683510739E1,9.218537249E-3
4.685594151E1,-1.131002139E-2
4.687677564E1,-3.001175448E-2
4.689760976E1,-4.731994495E-2
4.691844388E1,-6.321606040E-2
4.693927800E1,-7.852631062E-2
4.696011213E1,-9.310714155E-2
4.698094625E1,-1.063226610E-1
4.700178037E1,-1.171199977E-1
4.702261449E1,-1.244380847E-1
4.704344862E1,-1.287612170E-1
4.706428274E1,-1.301553100E-1
4.708511686E1,-1.296045929E-1
4.710595098E1,-1.279778183E-1
4.712678511E1,-1.250793040E-1
4.714761923E1,-1.214572042E-1
4.716845335E1,-1.169398725E-1
4.718928747E1,-1.111302674E-1
4.721012160E1,-1.040652543E-1
4.723095572E1,-9.538279474E-2
4.725178984E1,-8.541276306E-2
4.727262396E1,-7.511097193E-2
4.729345809E1,-6.488301605E-2
4.731429221E1,-5.528080463E-2
4.733512633E1,-4.651340842E-2
4.735596045E1,-3.796250001E-2
4.737679458E1,-2.999926545E-2
4.739762870E1,-2.261204273E-2
4.741846282E1,-1.579126529E-2
4.743929694E1,-1.062471420E-2
4.746013107E1,-7.056900300E-3
4.748096519E1,-4.664095119E-3
4.750179931E1,-3.182343673E-3
4.752263343E1,-2.240478992E-3
4.754346756E1,-1.309220563E-3
4.756430168E1,6.709789159E-5
4.758513580E1,1.939237583E-3
4.760596992E1,4.613803700E-3
4.762680405E1,7.172097918E-3
4.764763817E1,8.817371912E-3
4.766847229E1,9.439492598E-3
4.768930641E1,8.407108486E-3
4.771014054E1,6.660840008E-3
4.773097466E1,5.257435609E-3
4.775180878E1,4.290979356E-3
4.777264290E1,4.262626637E-3
4.779347703E1,5.428448319E-3
4.781431115E1,7.649747189E-3
4.783514527E1,1.029692031E-2
4.785597939E1,1.304104552E-2
4.787681352E1,1.598502509E-2
4.789764764E1,1.801212505E-2
4.791848176E1,1.916113123E-2
4.793931588E1,2.095643803E-2
4.796015001E1,2.333661355E-2
4.798098413E1,2.547123842E-2
4.800181825E1,2.663692273E-2
4.802265237E1,2.621663734E-2
4.804348650E1,2.379289642E-2
4.806432062E1,2.099704370E-2
4.808515474E1,1.874738559E-2
4.810598886E1,1.607498899E-2
4.812682299E1,1.451740693E-2
4.814765711E1,1.267761551E-2
4.816849123E1,8.276760578E-3
4.818932535E1,2.604118548E-3
4.821015948E1,-4.893809091E-3
4.823099360E1,-1.405184716E-2
4.825182772E1,-2.340875939E-2
4.827266184E1,-3.269859403E-2
4.829349597E1,-4.203609750E-2
4.831433009E1,-5.061705783E-2
4.833516421E1,-5.832256377E-2
4.835599833E1,-6.684674323E-2
4.837683246E1,-7.525293529E-2
4.839766658E1,-8.318481594E-2
4.841850070E1,-9.094575793E-2
4.843933482E1,-9.726755321E-2
4.846016895E1,-1.035328805E-1
4.848100307E1,-1.097380817E-1
4.850183719E1,-1.148808300E-1
4.852267131E1,-1.209386215E-1
4.854350544E1,-1.278363615E-1
4.856433956E1,-1.328414679E-1
4.858517368E1,-1.376355439E-1
4.860600780E1,-1.416548640E-1
4.862684193E1,-1.409255713E-1
4.864767605E1,-1.392852962E-1
4.866851017E1,-1.363356411E-1
4.868934429E1,-1.280087978E-1
4.871017842E1,-1.173883751E-1
4.873101254E1,-1.051757038E-1
4.875184666E1,-8.850242198E-2
4.877268078E1,-6.879326701E-2
4.879351491E1,-4.964762926E-2
4.881434903E1,-2.887681685E-2
4.883518315E1,-8.648598567E-3
4.885601727E1,8.982649073E-3
4.887685140E1,2.918690071E-2
4.889768552E1,4.832895473E-2
4.891851964E1,6.624664366E-2
4.893935376E1,8.658416569E-2
4.896018789E1,1.034695059E-1
4.898102201E1,1.164684296E-1
4.900185613E1,1.285123676E-1
4.902269025E1,1.370059401E-1
4.904352438E1,1.446051002E-1
4.906435850E1,1.548839509E-1
4.908519262E1,1.639253199E-1
4.910602674E1,1.733824611E-1
4.912686087E1,1.855364442E-1
4.914769499E1,1.945252568E-1
4.916852911E1,1.999636292E-1
4.918936323E1,2.042359412E-1
4.921019736E1,2.025888264E-1
4.923103148E1,1.955164969E-1
4.925186560E1,1.886533499E-1
4.927269972E1,1.783638895E-1
4.929353385E1,1.658133864E-1
4.931436797E1,1.549318433E-1
4.933520209E1,1.408539414E-1
4.935603621E1,1.246078312E-1
4.937687034E1,1.075783521E-1
4.939770446E1,8.927808702E-2
4.941853858E1,7.253510505E-2
4.943937270E1,5.719624087E-2
4.946020683E1,4.313086718E-2
4.948104095E1,3.131891787E-2
4.950187507E1,2.102611959E-2
