"Time (ms)","Recording (a.u.)"
1.639645441E1,6.781115383E-2
1.641728853E1,4.892453551E-2
1.643812266E1,3.015778214E-2
1.645895678E1,1.229460165E-2
1.647979090E1,-4.884708673E-3
1.650062502E1,-2.228053659E-2
1.652145915E1,-3.831180930E-2
1.654229327E1,-5.274692178E-2
1.656312739E1,-6.611031294E-2
1.658396151E1,-7.744027674E-2
1.660479564E1,-8.677239716E-2
1.662562976E1,-9.460653365E-2
1.664646388E1,-9.973149002E-2
1.666729800E1,-1.019550860E-1
1.668813213E1,-1.023834646E-1
1.670896625E1,-1.007971764E-1
1.672980037E1,-9.761974216E-2
1.675063449E1,-9.374231845E-2
1.677146862E1,-8.891738951E-2
1.679230274E1,-8.327741176E-2
1.681313686E1,-7.739491761E-2
1.683397098E1,-7.108311355E-2
1.685480511E1,-6.496627629E-2
1.687563923E1,-5.962525308E-2
1.689647335E1,-5.408991501E-2
1.691730747E1,-4.892549664E-2
1.693814160E1,-4.467438534E-2
1.695897572E1,-4.048153758E-2
1.697980984E1,-3.643051535E-2
1.700064396E1,-3.247860819E-2
1.702147809E1,-2.821564488E-2
1.704231221E1,-2.429646626E-2
1.706314633E1,-2.131975442E-2
1.708398045E1,-1.905817352E-2
1.710481458E1,-1.803044602E-2
1.712564870E1,-1.803092286E-2
1.714648282E1,-1.759881154E-2
1.716731694E1,-1.670116931E-2
1.718815107E1,-1.552981697E-2
1.720898519E1,-1.386711746E-2
1.722981931E1,-1.218596846E-2
1.725065343E1,-1.061789505E-2
1.727148756E1,-8.901501074E-3
1.729232168E1,-7.248769049E-3
1.731315580E1,-5.760017782E-3
1.733398992E1,-4.388833418E-3
1.735482405E1,-3.252188675E-3
1.737565817E1,-2.032976132E-3
1.739649229E1,-4.986101994E-4
1.741732641E1,1.238101395E-3
1.743816054E1,3.502957290E-3
1.745899466E1,6.398539059E-3
1.747982878E1,9.735120460E-3
1.750066290E1,1.341009513E-2
1.752149703E1,1.704151742E-2
1.754233115E1,2.013939619E-2
1.756316527E1,2.245406061E-2
1.758399939E1,2.434646338E-2
1.760483352E1,2.657514811E-2
1.762566764E1,2.906717546E-2
1.764650176E1,3.088269196E-2
1.766733588E1,3.166767582E-2
1.768817001E1,3.136401623E-2
1.770900413E1,2.936827019E-2
1.772983825E1,2.640555799E-2
1.775067237E1,2.389739454E-2
1.777150650E1,2.121580392E-2
1.779234062E1,1.724667102E-2
1.781317474E1,1.162916608E-2
1.783400886E1,3.826893400E-3
1.785484299E1,-5.900120363E-3
1.787567711E1,-1.643132605E-2
1.789651123E1,-2.715949714E-2
1.791734535E1,-3.775084391E-2
1.793817948E1,-4.851128161E-2
1.795901360E1,-5.915725976E-2
1.797984772E1,-6.911851466E-2
1.800068184E1,-7.957790047E-2
1.802151597E1,-8.975246549E-2
1.804235009E1,-9.808945656E-2
1.806318421E1,-1.062383726E-1
1.808401833E1,-1.139418781E-1
1.810485246E1,-1.204081178E-1
1.812568658E1,-1.272247732E-1
1.814652070E1,-1.333844066E-1
1.816735482E1,-1.384055614E-1
1.818818895E1,-1.429838836E-1
1.820902307E1,-1.462840438E-1
1.822985719E1,-1.479434967E-1
1.825069131E1,-1.479936838E-1
1.827152544E1,-1.471968591E-1
1.829235956E1,-1.446505487E-1
1.831319368E1,-1.393391639E-1
1.833402780E1,-1.320968866E-1
1.835486193E1,-1.224366874E-1
1.837569605E1,-1.107001603E-1
1.839653017E1,-9.641656280E-2
1.841736429E1,-7.936511934E-2
1.843819842E1,-6.181429327E-2
1.845903254E1,-4.350429028E-2
1.847986666E1,-2.412001044E-2
1.850070078E1,-5.843701307E-3
1.852153491E1,1.148999389E-2
1.854236903E1,2.878467366E-2
1.856320315E1,4.523095489E-2
1.858403727E1,6.199845672E-2
1.860487140E1,7.949316502E-2
1.862570552E1,9.559530020E-2
1.864653964E1,1.087509990E-1
1.866737376E1,1.194428504E-1
1.868820789E1,1.288103461E-1
1.870904201E1,1.364944875E-1
1.872987613E1,1.451430321E-1
1.875071025E1,1.552983224E-1
1.877154438E1,1.649315953E-1
1.879237850E1,1.738551855E-1
1.881321262E1,1.802118719E-1
1.883404674E1,1.844556630E-1
1.885488087E1,1.854273379E-1
1.887571499E1,1.828107685E-1
1.889654911E1,1.778164059E-1
1.891738323E1,1.688481271E-1
1.893821736E1,1.591258347E-1
1.895905148E1,1.494334489E-1
1.897988560E1,1.374146938E-1
1.900071972E1,1.236757115E-1
1.902155385E1,1.097413450E-1
1.904238797E1,9.592232108E-2
1.906322209E1,8.116063476E-2
1.908405621E1,6.783200800E-2
1.910489034E1,5.644008517E-2
1.912572446E1,4.536332190E-2
1.914655858E1,3.527086601E-2
1.916739270E1,2.658656985E-2
1.918822683E1,1.900747791E-2
1.920906095E1,1.234214380E-2
1.922989507E1,5.961844232E-3
1.925072919E1,-9.773774073E-4
1.927156332E1,-6.806335412E-3
1.929239744E1,-1.112744957E-2
1.931323156E1,-1.356629934E-2
1.933406568E1,-1.423704904E-2
1.935489981E1,-1.482474618E-2
1.937573393E1,-1.426663529E-2
1.939656805E1,-1.395616867E-2
1.941740217E1,-1.518625766E-2
1.943823630E1,-1.812640764E-2
1.945907042E1,-2.200569957E-2
1.947990454E1,-2.632438391E-2
1.950073866E1,-3.235515207E-2
1.952157279E1,-3.806563467E-2
1.954240691E1,-4.427377880E-2
1.956324103E1,-5.134322494E-2
1.958407515E1,-5.853220820E-2
1.960490928E1,-6.687440723E-2
1.962574340E1,-7.444319129E-2
1.964657752E1,-8.104707301E-2
1.966741164E1,-8.741556108E-2
1.968824577E1,-9.404096752E-2
1.970907989E1,-1.001928598E-1
1.972991401E1,-1.053526849E-1
1.975074813E1,-1.103900298E-1
1.977158226E1,-1.148027629E-1
1.979241638E1,-1.184288263E-1
1.981325050E1,-1.209033579E-1
1.983408462E1,-1.233952940E-1
1.985491875E1,-1.257820129E-1
1.987575287E1,-1.286707819E-1
1.989658699E1,-1.331845224E-1
1.991742111E1,-1.373769939E-1
1.993825524E1,-1.405338496E-1
1.995908936E1,-1.401547492E-1
1.997992348E1,-1.363557875E-1
2.000075760E1,-1.295800805E-1
2.002159173E1,-1.199228168E-1
2.004242585E1,-1.101669371E-1
2.006325997E1,-9.883284569E-2
2.008409409E1,-8.675334603E-2
2.010492822E1,-7.305414975E-2
2.012576234E1,-5.609315634E-2
2.014659646E1,-3.727395833E-2
2.016743058E1,-1.527586207E-2
2.018826471E1,7.854612544E-3
2.020909883E1,3.081721812E-2
2.022993295E1,5.254700407E-2
2.025076707E1,7.197859883E-2
2.027160120E1,9.011825174E-2
2.029243532E1,1.068068445E-1
2.031326944E1,1.242477000E-1
2.033410356E1,1.417411268E-1
2.035493769E1,1.584079564E-1
2.037577181E1,1.741943061E-1
2.039660593E1,1.868115962E-1
2.041744005E1,1.964137405E-1
2.043827418E1,2.029631436E-1
2.045910830E1,2.069652081E-1
2.047994242E1,2.091854215E-1
2.050077654E1,2.103800774E-1
2.052161067E1,2.108137310E-1
2.054244479E1,2.099808902E-1
2.056327891E1,2.082127035E-1
2.058411303E1,2.041601837E-1
2.060494716E1,1.974952221E-1
2.062578128E1,1.877263486E-1
2.064661540E1,1.746347696E-1
2.066744952E1,1.597897708E-1
2.068828365E1,1.436232328E-1
2.070911777E1,1.265879273E-1
2.072995189E1,1.085908562E-1
2.075078601E1,8.995516598E-2
2.077162014E1,7.058273256E-2
2.079245426E1,5.004411936E-2
2.081328838E1,2.902390435E-2
2.083412250E1,7.816061378E-3
2.085495663E1,-1.282755472E-2
2.087579075E1,-3.275239095E-2
2.089662487E1,-5.057919025E-2
2.091745899E1,-6.512025744E-2
2.093829312E1,-7.766112685E-2
2.095912724E1,-8.832197636E-2
2.097996136E1,-9.779869020E-2
2.100079548E1,-1.066035926E-1
2.102162961E1,-1.133301556E-1
2.104246373E1,-1.171914190E-1
2.106329785E1,-1.183412895E-1
2.108413197E1,-1.170892715E-1
2.110496610E1,-1.137308180E-1
2.112580022E1,-1.092635393E-1
2.114663434E1,-1.041952521E-1
2.116746846E1,-9.853929281E-2
2.118830259E1,-9.317403287E-2
2.120913671E1,-8.788539469E-2
2.122997083E1,-8.204289526E-2
2.125080495E1,-7.623429596E-2
2.127163908E1,-7.001021504E-2
2.129247320E1,-6.339940429E-2
2.131330732E1,-5.794730783E-2
2.133414144E1,-5.339858681E-2
2.135497557E1,-4.938460886E-2
2.137580969E1,-4.563469440E-2
2.139664381E1,-4.121799767E-2
2.141747793E1,-3.654406592E-2
2.143831206E1,-3.186233342E-2
2.145914618E1,-2.712149359E-2
2.147998030E1,-2.258583158E-2
2.150081442E1,-1.896011084E-2
2.152164855E1,-1.620692015E-2
2.154248267E1,-1.344557293E-2
2.156331679E1,-1.127903163E-2
2.158415091E1,-9.121328592E-3
2.160498504E1,-5.723603535E-3
2.162581916E1,-1.661958639E-3
2.164665328E1,2.546891570E-3
2.166748740E1,6.633837242E-3
2.168832153E1,1.019629743E-2
2.170915565E1,1.296123210E-2
2.172998977E1,1.498419978E-2
2.175082389E1,1.657591015E-2
2.177165802E1,1.817223430E-2
2.179249214E1,2.002539299E-2
2.181332626E1,2.212264389E-2
2.183416038E1,2.468325198E-2
2.185499451E1,2.779720724E-2
2.187582863E1,3.082365543E-2
2.189666275E1,3.338770941E-2
2.191749687E1,3.587386757E-2
2.193833100E1,3.775855526E-2
2.195916512E1,3.889767826E-2
2.197999924E1,4.014594853E-2
2.200083336E1,4.106496274E-2
2.202166749E1,4.138233513E-2
2.204250161E1,4.150078446E-2
2.206333573E1,4.070103541E-2
2.208416985E1,3.850857168E-2
2.210500398E1,3.502447903E-2
2.212583810E1,2.964154631E-2
2.214667222E1,2.284486406E-2
2.216750634E1,1.556109264E-2
2.218834047E1,7.397416048E-3
2.220917459E1,-7.423511706E-4
2.223000871E1,-8.228929713E-3
2.225084283E1,-1.673551463E-2
2.227167696E1,-2.677633613E-2
2.229251108E1,-3.887707740E-2
2.231334520E1,-5.334524065E-2
2.233417932E1,-6.760889292E-2
2.235501345E1,-8.019295335E-2
2.237584757E1,-9.130030870E-2
2.239668169E1,-9.987919778E-2
2.241751581E1,-1.072603464E-1
2.243834994E1,-1.151424423E-1
2.245918406E1,-1.217061430E-1
2.248001818E1,-1.291899383E-1
2.250085231E1,-1.379003972E-1
2.252168643E1,-1.437495649E-1
2.254252055E1,-1.489277929E-1
2.256335467E1,-1.525184214E-1
2.258418880E1,-1.521128863E-1
2.260502292E1,-1.521359682E-1
2.262585704E1,-1.533849835E-1
2.264669116E1,-1.536838114E-1
2.266752529E1,-1.544243395E-1
2.268835941E1,-1.548245847E-1
2.270919353E1,-1.504481733E-1
2.273002765E1,-1.430591345E-1
2.275086178E1,-1.332609504E-1
2.277169590E1,-1.163674295E-1
2.279253002E1,-9.580820799E-2
2.281336414E1,-7.197385281E-2
2.283419827E1,-4.527809471E-2
2.285503239E1,-2.443679795E-2
2.287586651E1,-7.384296972E-3
2.289670063E1,8.661159314E-3
2.291753476E1,2.136714198E-2
2.293836888E1,3.661285713E-2
2.295920300E1,5.767978728E-2
2.298003712E1,7.812167704E-2
2.300087125E1,9.510977566E-2
2.302170537E1,1.104227901E-1
2.304253949E1,1.195606068E-1
2.306337361E1,1.240090579E-1
2.308420774E1,1.305816174E-1
2.310504186E1,1.387132406E-1
2.312587598E1,1.507185549E-1
2.314671010E1,1.678491980E-1
2.316754423E1,1.853321493E-1
2.318837835E1,2.002199888E-1
2.320921247E1,2.089048326E-1
2.323004659E1,2.089098394E-1
2.325088072E1,2.034895718E-1
2.327171484E1,1.944838464E-1
2.329254896E1,1.836809218E-1
2.331338308E1,1.750727445E-1
2.333421721E1,1.669549942E-1
2.335505133E1,1.570943147E-1
2.337588545E1,1.457408667E-1
2.339671957E1,1.313434690E-1
2.341755370E1,1.137123704E-1
2.343838782E1,9.595014155E-2
2.345922194E1,7.887510955E-2
2.348005606E1,6.303279102E-2
2.350089019E1,5.256500095E-2
2.352172431E1,4.574450478E-2
2.354255843E1,3.958272189E-2
2.356339255E1,3.321938217E-2
2.358422668E1,2.457893267E-2
2.360506080E1,1.385987736E-2
2.362589492E1,1.419732813E-3
2.364672904E1,-9.542348795E-3
2.366756317E1,-1.673263870E-2
2.368839729E1,-2.018125355E-2
2.370923141E1,-2.064583451E-2
2.373006553E1,-1.945689507E-2
2.375089966E1,-1.699138805E-2
2.377173378E1,-1.662992314E-2
2.379256790E1,-1.700305194E-2
2.381340202E1,-1.866980083E-2
2.383423615E1,-2.451005578E-2
2.385507027E1,-3.050816804E-2
2.387590439E1,-3.570007905E-2
2.389673851E1,-4.005034268E-2
2.391757264E1,-4.469326884E-2
2.393840676E1,-4.964242876E-2
2.395924088E1,-5.591049045E-2
2.398007500E1,-6.647878140E-2
2.400090913E1,-7.731821388E-2
2.402174325E1,-8.760660887E-2
2.404257737E1,-9.566612542E-2
2.406341149E1,-1.002804115E-1
2.408424562E1,-1.037611663E-1
2.410507974E1,-1.056856960E-1
2.412591386E1,-1.082784534E-1
2.414674798E1,-1.110455766E-1
2.416758211E1,-1.151062623E-1
2.418841623E1,-1.205842942E-1
2.420925035E1,-1.255786717E-1
2.423008447E1,-1.310974061E-1
2.425091860E1,-1.338437945E-1
2.427175272E1,-1.346301436E-1
2.429258684E1,-1.344023198E-1
2.431342096E1,-1.330401748E-1
2.433425509E1,-1.329245865E-1
2.435508921E1,-1.324790716E-1
2.437592333E1,-1.299785823E-1
2.439675745E1,-1.235913634E-1
2.441759158E1,-1.141863689E-1
2.443842570E1,-1.019850075E-1
2.445925982E1,-8.762467653E-2
2.448009394E1,-7.363113761E-2
2.450092807E1,-5.813422799E-2
2.452176219E1,-4.177300632E-2
2.454259631E1,-2.434989251E-2
2.456343043E1,-5.023113452E-3
2.458426456E1,1.495638583E-2
2.460509868E1,3.649216518E-2
2.462593280E1,5.908521637E-2
2.464676692E1,8.143989742E-2
2.466760105E1,1.025163457E-1
2.468843517E1,1.218623817E-1
2.470926929E1,1.384675652E-1
2.473010341E1,1.522567421E-1
2.475093754E1,1.646548808E-1
2.477177166E1,1.754487753E-1
2.479260578E1,1.849971712E-1
2.481343990E1,1.932433248E-1
2.483427403E1,1.998537779E-1
2.485510815E1,2.046930492E-1
2.487594227E1,2.064157426E-1
2.489677639E1,2.047181427E-1
2.491761052E1,2.006248087E-1
2.493844464E1,1.940032095E-1
2.495927876E1,1.852450967E-1
2.498011288E1,1.766233146E-1
2.500094701E1,1.676161736E-1
2.502178113E1,1.572292745E-1
2.504261525E1,1.454598755E-1
2.506344937E1,1.308071017E-1
2.508428350E1,1.134414375E-1
2.510511762E1,9.457595646E-2
2.512595174E1,7.523048669E-2
2.514678586E1,5.682497472E-2
2.516761999E1,3.999912366E-2
2.518845411E1,2.409634367E-2
2.520928823E1,8.361568674E-3
2.523012235E1,-7.369637489E-3
2.525095648E1,-2.368517779E-2
2.527179060E1,-4.015598446E-2
2.529262472E1,-5.559028313E-2
2.531345884E1,-6.942063570E-2
2.533429297E1,-8.043889701E-2
2.535512709E1,-8.801288903E-2
2.537596121E1,-9.235802293E-2
2.539679533E1,-9.409385175E-2
2.541762946E1,-9.465789795E-2
2.543846358E1,-9.467389435E-2
2.545929770E1,-9.412866831E-2
2.548013182E1,-9.273023903E-2
2.550096595E1,-8.988039196E-2
2.552180007E1,-8.530837297E-2
2.554263419E1,-7.914899290E-2
2.556346831E1,-7.227443159E-2
2.558430244E1,-6.520015001E-2
2.560513656E1,-5.865802243E-2
2.562597068E1,-5.297631025E-2
2.564680480E1,-4.814685509E-2
2.566763893E1,-4.498367012E-2
2.568847305E1,-4.243160784E-2
2.570930717E1,-3.933703154E-2
2.573014129E1,-3.630199283E-2
2.575097542E1,-3.317322582E-2
2.577180954E1,-3.006931767E-2
2.579264366E1,-2.809604257E-2
2.581347778E1,-2.753284387E-2
2.583431191E1,-2.795592509E-2
2.585514603E1,-2.896592021E-2
2.587598015E1,-3.007484227E-2
2.589681427E1,-3.069993109E-2
2.591764840E1,-3.057119809E-2
2.593848252E1,-2.952232957E-2
2.595931664E1,-2.770226076E-2
2.598015076E1,-2.585504763E-2
2.600098489E1,-2.405047230E-2
2.602181901E1,-2.234992385E-2
2.604265313E1,-2.115453780E-2
2.606348725E1,-1.964161545E-2
2.608432138E1,-1.709921286E-2
2.610515550E1,-1.344528887E-2
2.612598962E1,-8.766992018E-3
2.614682374E1,-3.574568313E-3
2.616765787E1,1.412470127E-3
2.618849199E1,5.690879188E-3
2.620932611E1,9.554905817E-3
2.623016023E1,1.330118161E-2
2.625099436E1,1.754105091E-2
2.627182848E1,2.237336896E-2
2.629266260E1,2.670894936E-2
2.631349672E1,3.037304804E-2
2.633433085E1,3.322633728E-2
2.635516497E1,3.521901369E-2
2.637599909E1,3.660431132E-2
2.639683321E1,3.732828796E-2
2.641766734E1,3.766873479E-2
2.643850146E1,3.755323589E-2
2.645933558E1,3.717641532E-2
2.648016970E1,3.591508418E-2
2.650100383E1,3.305071592E-2
2.652183795E1,2.911271155E-2
2.654267207E1,2.279690094E-2
2.656350619E1,1.398047991E-2
2.658434032E1,4.852191545E-3
2.660517444E1,-4.674273543E-3
2.662600856E1,-1.472690608E-2
2.664684268E1,-2.413924411E-2
2.666767681E1,-3.411697224E-2
2.668851093E1,-4.559223726E-2
2.670934505E1,-5.657265335E-2
2.673017917E1,-6.705600023E-2
2.675101330E1,-7.776287943E-2
2.677184742E1,-8.775363863E-2
2.679268154E1,-9.732080996E-2
2.681351566E1,-1.064179689E-1
2.683434979E1,-1.144955829E-1
2.685518391E1,-1.214441955E-1
2.687601803E1,-1.277415752E-1
2.689685215E1,-1.333496869E-1
2.691768628E1,-1.376318187E-1
2.693852040E1,-1.403456926E-1
2.695935452E1,-1.407612115E-1
2.698018864E1,-1.406971663E-1
2.700102277E1,-1.403466761E-1
2.702185689E1,-1.382605731E-1
2.704269101E1,-1.357281804E-1
2.706352513E1,-1.312282085E-1
2.708435926E1,-1.229607612E-1
2.710519338E1,-1.116104573E-1
2.712602750E1,-9.898169339E-2
2.714686162E1,-8.466266096E-2
2.716769575E1,-6.736551225E-2
2.718852987E1,-4.839314148E-2
2.720936399E1,-2.783219703E-2
2.723019811E1,-8.543618955E-3
2.725103224E1,7.514195982E-3
2.727186636E1,2.247107029E-2
2.729270048E1,3.707832471E-2
2.731353460E1,5.208096281E-2
2.733436873E1,6.805156916E-2
2.735520285E1,8.399904519E-2
2.737603697E1,9.655764699E-2
2.739687109E1,1.060477942E-1
2.741770522E1,1.139410436E-1
2.743853934E1,1.199960262E-1
2.745937346E1,1.272036731E-1
2.748020758E1,1.358505785E-1
2.750104171E1,1.447670162E-1
2.752187583E1,1.536917835E-1
2.754270995E1,1.623630375E-1
2.756354407E1,1.688373238E-1
2.758437820E1,1.715766490E-1
2.760521232E1,1.707635075E-1
2.762604644E1,1.650636941E-1
2.764688056E1,1.584214717E-1
2.766771469E1,1.519452035E-1
2.768854881E1,1.427989006E-1
2.770938293E1,1.331629753E-1
2.773021705E1,1.233051568E-1
2.775105118E1,1.113213450E-1
2.777188530E1,9.745713323E-2
2.779271942E1,8.404541016E-2
2.781355354E1,7.056255639E-2
2.783438767E1,5.742419511E-2
2.785522179E1,4.602054507E-2
2.787605591E1,3.570367396E-2
2.789689003E1,2.799676359E-2
2.791772416E1,2.178365551E-2
2.793855828E1,1.648257300E-2
2.795939240E1,1.183176972E-2
2.798022652E1,6.851567887E-3
2.800106065E1,2.567920368E-3
2.802189477E1,-3.457337734E-4
2.804272889E1,-2.374279778E-3
2.806356301E1,-4.569464829E-3
2.808439714E1,-4.251271021E-3
2.810523126E1,-3.678959329E-3
2.812606538E1,-4.845032468E-3
2.814689950E1,-5.624023732E-3
2.816773363E1,-7.961572148E-3
2.818856775E1,-1.066436246E-2
2.820940187E1,-1.458799839E-2
2.823023599E1,-2.017933317E-2
2.825107012E1,-2.618090436E-2
2.827190424E1,-3.244455904E-2
2.829273836E1,-3.836109117E-2
2.831357248E1,-4.529838637E-2
2.833440661E1,-5.129203945E-2
2.835524073E1,-5.809819326E-2
2.837607485E1,-6.579522043E-2
2.839690897E1,-7.295274734E-2
2.841774310E1,-8.124616742E-2
2.843857722E1,-8.765915781E-2
2.845941134E1,-9.341457486E-2
2.848024546E1,-9.843246639E-2
2.850107959E1,-1.018005013E-1
2.852191371E1,-1.043320000E-1
2.854274783E1,-1.065074801E-1
2.856358195E1,-1.107324213E-1
2.858441608E1,-1.157539040E-1
2.860525020E1,-1.222732291E-1
2.862608432E1,-1.278099865E-1
2.864691844E1,-1.303355694E-1
2.866775257E1,-1.308197081E-1
2.868858669E1,-1.272708327E-1
2.870942081E1,-1.226533800E-1
2.873025493E1,-1.175046116E-1
2.875108906E1,-1.113253087E-1
2.877192318E1,-1.042797267E-1
2.879275730E1,-9.537935257E-2
2.881359142E1,-8.450385928E-2
2.883442555E1,-7.049556077E-2
2.885525967E1,-5.562911183E-2
2.887609379E1,-3.921934962E-2
2.889692791E1,-2.143087238E-2
2.891776204E1,-4.357133992E-3
2.893859616E1,1.285265107E-2
2.895943028E1,2.949016541E-2
2.898026440E1,4.691593722E-2
2.900109853E1,6.488984823E-2
2.902193265E1,8.332918584E-2
2.904276677E1,1.021986529E-1
2.906360089E1,1.197838932E-1
2.908443502E1,1.359828562E-1
2.910526914E1,1.487135887E-1
2.912610326E1,1.587703228E-1
2.914693738E1,1.670533121E-1
2.916777151E1,1.732655466E-1
2.918860563E1,1.786724627E-1
2.920943975E1,1.832011640E-1
2.923027387E1,1.871142387E-1
2.925110800E1,1.893142164E-1
2.927194212E1,1.893616319E-1
2.929277624E1,1.867121756E-1
2.931361036E1,1.809766442E-1
2.933444449E1,1.732199043E-1
2.935527861E1,1.628200412E-1
2.937611273E1,1.512592733E-1
2.939694685E1,1.393089890E-1
2.941778098E1,1.260669976E-1
2.943861510E1,1.121097505E-1
2.945944922E1,9.689164162E-2
2.948028334E1,8.017322421E-2
2.950111747E1,6.260807067E-2
2.952195159E1,4.463267326E-2
2.954278571E1,2.651318349E-2
2.956361983E1,9.510172531E-3
2.958445396E1,-5.631508306E-3
2.960528808E1,-1.990265958E-2
2.962612220E1,-3.273470700E-2
2.964695632E1,-4.434051365E-2
2.966779045E1,-5.575380474E-2
2.968862457E1,-6.639952213E-2
2.970945869E1,-7.627969980E-2
2.973029281E1,-8.442866802E-2
2.975112694E1,-8.908545971E-2
2.977196106E1,-9.057220817E-2
2.979279518E1,-8.998112381E-2
2.981362930E1,-8.752767742E-2
2.983446343E1,-8.412450552E-2
2.985529755E1,-8.084540069E-2
2.987613167E1,-7.764003426E-2
2.989696579E1,-7.465188205E-2
2.991779992E1,-7.094334066E-2
2.993863404E1,-6.577149779E-2
2.995946816E1,-6.014047563E-2
2.998030228E1,-5.422736704E-2
3.000113641E1,-4.859826341E-2
3.002197053E1,-4.448081926E-2
3.004280465E1,-4.153315723E-2
3.006363877E1,-3.894063458E-2
3.008447290E1,-3.672011569E-2
3.010530702E1,-3.403965384E-2
3.012614114E1,-3.037497588E-2
3.014697526E1,-2.717362344E-2
3.016780939E1,-2.454939298E-2
3.018864351E1,-2.238686569E-2
3.020947763E1,-2.204401791E-2
3.023031175E1,-2.305779979E-2
3.025114588E1,-2.435347438E-2
3.027198000E1,-2.571761236E-2
3.029281412E1,-2.577387728E-2
3.031364824E1,-2.405074984E-2
3.033448237E1,-2.147285268E-2
3.035531649E1,-1.855164021E-2
3.037615061E1,-1.633808017E-2
3.039698473E1,-1.515690330E-2
3.041781886E1,-1.442392357E-2
3.043865298E1,-1.431884244E-2
3.045948710E1,-1.422621682E-2
3.048032122E1,-1.274313219E-2
3.050115535E1,-9.697504342E-3
3.052198947E1,-5.893981084E-3
3.054282359E1,-1.485678833E-3
3.056365771E1,3.268692642E-3
3.058449184E1,7.220963947E-3
3.060532596E1,1.056174934E-2
3.062616008E1,1.397829875E-2
3.064699420E1,1.744786650E-2
3.066782833E1,2.133952081E-2
3.068866245E1,2.511427552E-2
3.070949657E1,2.811721340E-2
3.073033069E1,3.001052514E-2
3.075116482E1,3.034193069E-2
3.077199894E1,2.997727320E-2
3.079283306E1,2.937467024E-2
3.081366718E1,2.828780748E-2
3.083450131E1,2.729033493E-2
3.085533543E1,2.602343261E-2
3.087616955E1,2.255926281E-2
3.089700367E1,1.662929729E-2
3.091783780E1,9.394792840E-3
3.093867192E1,5.717489403E-4
3.095950604E1,-9.246082045E-3
3.098034016E1,-1.860706694E-2
3.100117429E1,-2.781368792E-2
3.102200841E1,-3.647864610E-2
3.104284253E1,-4.458940774E-2
3.106367665E1,-5.427043885E-2
3.108451078E1,-6.514564157E-2
3.110534490E1,-7.640609145E-2
3.112617902E1,-8.790221810E-2
3.114701314E1,-9.654179215E-2
3.116784727E1,-1.018577963E-1
3.118868139E1,-1.064097211E-1
3.120951551E1,-1.117203087E-1
3.123034963E1,-1.186804548E-1
3.125118376E1,-1.270204484E-1
3.127201788E1,-1.355291009E-1
3.129285200E1,-1.413247585E-1
3.131368612E1,-1.436906755E-1
3.133452025E1,-1.438827515E-1
3.135535437E1,-1.420409381E-1
3.137618849E1,-1.393065155E-1
3.139702261E1,-1.349048913E-1
3.141785674E1,-1.285224259E-1
3.143869086E1,-1.209731176E-1
3.145952498E1,-1.102486178E-1
3.148035910E1,-9.548250586E-2
3.150119323E1,-7.697148621E-2
3.152202735E1,-5.549749732E-2
3.154286147E1,-3.358887509E-2
3.156369559E1,-1.362507697E-2
3.158452972E1,3.429246135E-3
3.160536384E1,1.864979044E-2
3.162619796E1,3.411479294E-2
3.164703208E1,5.079675466E-2
3.166786621E1,6.797555089E-2
3.168870033E1,8.456551284E-2
3.170953445E1,9.935192764E-2
3.173036857E1,1.106589735E-1
3.175120270E1,1.189976782E-1
3.177203682E1,1.265181303E-1
3.179287094E1,1.339792162E-1
3.181370506E1,1.418930441E-1
3.183453919E1,1.511383504E-1
3.185537331E1,1.615657210E-1
3.187620743E1,1.718319952E-1
3.189704155E1,1.804389656E-1
3.191787568E1,1.852857769E-1
3.193870980E1,1.850953102E-1
3.195954392E1,1.813790947E-1
3.198037804E1,1.743398309E-1
3.200121217E1,1.649080515E-1
3.202204629E1,1.550730616E-1
3.204288041E1,1.438577026E-1
3.206371453E1,1.315575540E-1
3.208454866E1,1.182139516E-1
3.210538278E1,1.034823060E-1
3.212621690E1,8.781147003E-2
3.214705102E1,7.161869109E-2
3.216788515E1,5.680619553E-2
3.218871927E1,4.268474132E-2
3.220955339E1,2.967845649E-2
3.223038751E1,1.983216591E-2
3.225122164E1,1.223471016E-2
3.227205576E1,5.746823736E-3
3.229288988E1,-1.182437874E-3
3.231372400E1,-8.406088687E-3
3.233455813E1,-1.575819030E-2
3.235539225E1,-2.274446189E-2
3.237622637E1,-2.659751847E-2
3.239706049E1,-2.784302458E-2
3.241789462E1,-2.689444646E-2
3.243872874E1,-2.398819290E-2
3.245956286E1,-2.113010362E-2
3.248039698E1,-1.859904826E-2
3.250123111E1,-1.756170020E-2
3.252206523E1,-1.855146699E-2
3.254289935E1,-2.193510719E-2
3.256373347E1,-2.759364806E-2
3.258456760E1,-3.301545605E-2
3.260540172E1,-3.768600523E-2
3.262623584E1,-4.159134254E-2
3.264706996E1,-4.667279869E-2
3.266790409E1,-5.456940457E-2
3.268873821E1,-6.406305730E-2
3.270957233E1,-7.448802888E-2
3.273040645E1,-8.317727596E-2
3.275124058E1,-8.946874738E-2
3.277207470E1,-9.394560754E-2
3.279290882E1,-9.670948982E-2
3.281374294E1,-9.900018573E-2
3.283457707E1,-1.005701870E-1
3.285541119E1,-1.024339572E-1
3.287624531E1,-1.049498767E-1
3.289707943E1,-1.089341938E-1
3.291791356E1,-1.153987125E-1
